Count,Order ID,Invoice,Payment Date,Order Status,Product ID,Product Name,Quantity,Stock Keeping Unit (SKU),Notes,Price (Rp.),Discount Amount (Rp.),Subsidi Amount (Rp.),Courier,Shipping Price + fee (Rp.),Insurance (Rp.),Total Shipping Fee (Rp.),Total Amount (Rp.),AWB,Jenis Layanan,Bebas Ongkir,Warehouse Origin,Campaign Name,city,user_id
139,774874946,INV/20210426/MPL/1200487007,26-04-2021 14:12:59,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046893983,"miniletics ClariTy Tank Tank Top Olahraga Wanita - Light Purple,M",1,CT_LightPurple_M,,118150,20850,0,Gojek(Instant Courier),7000,0,7000,249650,GK-11-410161676,Same Day,,Shop Location,Sale,Malang,68
,774874946,INV/20210426/MPL/1200487007,26-04-2021 14:12:59,"Transaksi selesai..
Dana akan diteruskan ke penjual.",987797116,"miniletics Mera Sierra Legging - Black,All Size",1,Sierra_Black_OneSize,,124500,0,0,Gojek(Instant Courier),7000,0,7000,249650,GK-11-410161676,Same Day,,Shop Location,,Malang,68
140,775468406,INV/20210427/MPL/1201952794,27-04-2021 07:14:04,"Transaksi selesai..
Dana akan diteruskan ke penjual.",986577441,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Black,S",1,FFT_Black_S,,113900,20100,0,Gojek(Instant Courier),7000,0,7000,120900,GK-11-410346104,Same Day,,Shop Location,Sale,Malang,68
141,775562532,INV/20210427/MPL/1202192072,27-04-2021 09:47:44,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1237450798,"miniletics Motion Shorts 10"" Celana Olahraga Wanita - Brick Red,M",1,MOLShorts_BrickRed_M,,166050,18450,0,SiCepat(HALU),6500,0,6500,172550,000497236525,-,,Shop Location,Sale,Jakarta selatan,39
142,775640281,INV/20210427/MPL/1202386211,27-04-2021 10:23:20,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1074068238,"miniletics Feel Free Basic Crop Tank Tank Top Olahraga Wanita - Dark Blue,M",1,FFT_DarkBlue_M,,113900,20100,0,AnterAja(Reguler),7500,0,7500,121400,10001186018445,-,Yes,Shop Location,Sale,Bekasi,5
143,775658070,INV/20210427/MPL/1202430836,27-04-2021 10:37:26,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338455397,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Black,M",1,RACrop_Black_M,,224550,24950,0,GrabExpress(Instant),5500,0,5500,230050,IN-2-0IUPBBUNJSRZ1O2VTDC5,Same Day,,Shop Location,Sale,Malang,68
144,775718564,INV/20210427/MPL/1202582563,27-04-2021 11:25:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1005897446,"miniletics Motion Legging Capri 3/4 19"" Legging Olahraga Wanita - Green,M",1,MOL34_Green_M,,211050,23450,0,AnterAja(Reguler),7500,0,7500,336700,10001186567952,-,Yes,Shop Location,Sale,Depok,37
,775718564,INV/20210427/MPL/1202582563,27-04-2021 11:25:38,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1046893983,"miniletics ClariTy Tank Tank Top Olahraga Wanita - Light Purple,M",1,CT_LightPurple_M,,118150,20850,0,AnterAja(Reguler),7500,0,7500,336700,10001186567952,-,Yes,Shop Location,Sale,Depok,37
145,775838567,INV/20210427/MPL/1202882013,27-04-2021 12:58:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696083111,"miniletics Tank Top Olahraga Wanita Motion Racerback Tank - Midnight Blue, S",1,MRBTank_MidnightBlue_S,,165774,8724,0,AnterAja(Reguler),7500,0,7500,444474,10001188038081,-,,Shop Location,Sale,Jakarta utara,247
,775838567,INV/20210427/MPL/1202882013,27-04-2021 12:58:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338102458,"miniletics All Day Tank Tank Top Olahraga Wanita - Pink Lace,S",1,ADTank_PinkLace_S,,135600,33900,0,AnterAja(Reguler),7500,0,7500,444474,10001188038081,-,,Shop Location,Sale,Jakarta utara,247
,775838567,INV/20210427/MPL/1202882013,27-04-2021 12:58:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1338102455,"miniletics All Day Tank Tank Top Olahraga Wanita - Black,S",1,ADTank_Black_S,,135600,33900,0,AnterAja(Reguler),7500,0,7500,444474,10001188038081,-,,Shop Location,Sale,Jakarta utara,247
146,775920937,INV/20210427/MPL/1203085718,27-04-2021 14:03:15,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1695943373,"miniletics Motion Legging Full 24"" Legging Olahraga Wanita - Green,L",1,MOLFull_Green_L,,220050,24450,0,AnterAja(Reguler),21000,0,21000,241050,10001192666773,-,Yes,Shop Location,Sale,Ketapang,220
147,776208706,INV/20210427/MPL/1203787491,27-04-2021 19:33:59,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1688159776,"miniletics Embrace Bra High Neck, with A/B Cup Sports Bra - Grey Sage,M",1,EMBHigh_GreySage_M,,166050,18450,0,AnterAja(Reguler),4000,0,4000,170050,10001192663635,-,Yes,Shop Location,Sale,Belu,211
148,776212971,INV/20210427/MPL/1203798010,27-04-2021 19:38:39,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1646771531,"miniletics Ready Anywhere Crop 22"" Celana Wanita - Lavender Grey,XL",1,RACrop_LavenderGrey_XL,,224550,24950,0,AnterAja(Reguler),7500,0,7500,232050,10001192659933,-,Yes,Shop Location,Sale,Jakarta utara,97
149,776240721,INV/20210427/MPL/1203865840,27-04-2021 20:13:44,"Pesanan telah tiba di tujuan..
Dana akan diteruskan ketika barang dikonfirmasi pembeli atau otomatis dalam 48 jam.",1719698766,miniletics To be Nimble Headband - Navy,1,NimHeadband_Navy,,27500,22000,9624,AnterAja(Reguler),22500,0,22500,77500,10001192664386,-,Yes,Shop Location,Kejar Diskon Spesial,Medan,129
,776240721,INV/20210427/MPL/1203865840,27-04-2021 20:13:44,"Pesanan telah tiba di tujuan..
Dana akan diteruskan ketika barang dikonfirmasi pembeli atau otomatis dalam 48 jam.",1719698768,miniletics To be Nimble Headband - Icy Blue,1,NimHeadband_IcyBlue,,27500,22000,9624,AnterAja(Reguler),22500,0,22500,77500,10001192664386,-,Yes,Shop Location,Kejar Diskon Spesial,Medan,129
150,776266106,INV/20210427/MPL/1203928302,27-04-2021 20:44:13,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1696161125,"miniletics Baju Olahraga Wanita Kaos Motion Short Sleeve - Cream, M",1,MSSleeve_Cream_M,,175274,9224,0,AnterAja(Reguler),7500,0,7500,462474,10001192659920,-,Yes,Shop Location,Sale,Jakarta selatan,150
,776266106,INV/20210427/MPL/1203928302,27-04-2021 20:44:13,"Transaksi selesai..
Dana akan diteruskan ke penjual.",980041222,"miniletics ClariTy Tank Tank Top Olahraga Wanita - White,M",1,CT_White_M,,118150,20850,0,AnterAja(Reguler),7500,0,7500,462474,10001192659920,-,Yes,Shop Location,Sale,Jakarta selatan,150
,776266106,INV/20210427/MPL/1203928302,27-04-2021 20:44:13,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1424506251,"miniletics Vibrant Y Bra, with A/B Cup Sports Bra - Eggplant Purple,M",1,VibY_EggplantPurple_M,,161550,17950,0,AnterAja(Reguler),7500,0,7500,462474,10001192659920,-,Yes,Shop Location,Sale,Jakarta selatan,150
151,776691339,INV/20210428/MPL/1204934161,28-04-2021 08:19:36,"Transaksi selesai..
Dana akan diteruskan ke penjual.",1719698766,miniletics To be Nimble Headband - Navy,1,NimHeadband_Navy,,49500,0,0,JNE(OKE),6000,0,6000,55500,TJE1380855820015,-,,Shop Location,,Jakarta timur,189
152,777500227,INV/20210428/MPL/1206941604,28-04-2021 21:35:50,"Pesanan telah tiba di tujuan..
Dana akan diteruskan ketika barang dikonfirmasi pembeli atau otomatis dalam 48 jam.",1222901212,"miniletics Tie It Strong Tank Tank Top Wanita - Light Blue,L",1,TST_LightBlue_L,,115200,28800,0,AnterAja(Reguler),7500,0,7500,275200,10001199838003,-,,Shop Location,Sale,Jakarta barat,258
,777500227,INV/20210428/MPL/1206941604,28-04-2021 21:35:50,"Pesanan telah tiba di tujuan..
Dana akan diteruskan ketika barang dikonfirmasi pembeli atau otomatis dalam 48 jam.",1719458690,"miniletics Breezy Tank Tank Top Wanita - Black, L",1,BRTank_Black_L,,152500,17000,0,AnterAja(Reguler),7500,0,7500,275200,10001199838003,-,,Shop Location,Sale,Jakarta barat,258
153,779020490,INV/20210430/MPL/1210703519,30-04-2021 09:45:17,"Pesanan telah dikirim..
Pesanan dalam proses pengiriman oleh kurir.",986647209,"miniletics Tank Top Olahraga Wanita Notice Mi 2 in 1 Tank, A/B cup - Grey,M",1,NMT_Grey_M,,169574,29924,0,AnterAja(Reguler),7500,0,7500,390350,10001207721921,-,Yes,Shop Location,Sale,Bekasi,224
,779020490,INV/20210430/MPL/1210703519,30-04-2021 09:45:17,"Pesanan telah dikirim..
Pesanan dalam proses pengiriman oleh kurir.",1744331282,"miniletics All Day Jogger Celana Olahraga Wanita - Pink Frost, M",1,ADJogger_PinkFrost_M,,213274,11224,0,AnterAja(Reguler),7500,0,7500,390350,10001207721921,-,Yes,Shop Location,Sale,Bekasi,224
154,779190079,INV/20210430/MPL/1211127472,30-04-2021 12:03:28,"Pesanan telah tiba di tujuan..
Dana akan diteruskan ketika barang dikonfirmasi pembeli atau otomatis dalam 48 jam.",1338102455,"miniletics All Day Tank Tank Top Olahraga Wanita - Black,S",1,ADTank_Black_S,,147500,37000,0,JNE(OKE),6000,0,6000,153500,TJE1713382531762,-,,Shop Location,Sale,Ende,255
155,778875173,INV/20210430/MPL/1210335865,30-04-2021 20:40:09,"Pesanan telah dikirim..
Pesanan dalam proses pengiriman oleh kurir.",1787755759,"miniletics Feel Free Basic Legging Legging Wanita - Black, M",1,FFL_Black_M,,129500,0,0,AnterAja(Reguler),7500,0,7500,421200,10001225583471,-,Yes,Shop Location,,Bogor,99
,778875173,INV/20210430/MPL/1210335865,30-04-2021 20:40:09,"Pesanan telah dikirim..
Pesanan dalam proses pengiriman oleh kurir.",1046893988,"miniletics ClariTy Tank Tank Top Olahraga Wanita - Light Blue,L",1,CT_LightBlue_L,,118150,20850,0,AnterAja(Reguler),7500,0,7500,421200,10001225583471,-,Yes,Shop Location,Sale,Bogor,99
,778875173,INV/20210430/MPL/1210335865,30-04-2021 20:40:09,"Pesanan telah dikirim..
Pesanan dalam proses pengiriman oleh kurir.",1046907629,"miniletics Embrace Bra, with A/B Cup Sports Bra - Cream,M",1,EMB_Cream_M,,166050,18450,0,AnterAja(Reguler),7500,0,7500,421200,10001225583471,-,Yes,Shop Location,Sale,Bogor,99
