Product Title,URL,Brand,Seller Name,Marketplace,Seller Type,Location,Sales Quantity,Sales Revenue,,,
BHUMI C+ Brightening Booster 18ml,https://shopee.co.id/BHUMI-C-Brightening-Booster-18ml-i.68111.12811715991,Bhumi,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,12,"Rp484,000",12,Rp484000,484000
SECA  Healthy Eye Bundle (Collagen + Caffeine Eyecream),https://shopee.co.id/SECA-Healthy-Eye-Bundle-Collagen-Caffeine-Eyecream--i.373749700.8187279564,Seca,Seca Official Shop,Shopee,Official Store,KAB. TANGERANG,12,"Rp1,598,200",12,Rp1598200,1598200
MSBB - Avoskin Perfect Hydrating Treatment Essence Special Edition 100ml,https://shopee.co.id/MSBB-Avoskin-Perfect-Hydrating-Treatment-Essence-Special-Edition-100ml-i.288588702.7471553889,Avoskin,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,12,"Rp1,434,000",12,Rp1434000,1434000
Serum Glowing - Seger Snow Moisturizing Serum Wajah | Pelembab  Hingga 8 Jam - 15ml,https://shopee.co.id/Serum-Glowing-Seger-Snow-Moisturizing-Serum-Wajah-Pelembab-Hingga-8-Jam-15ml-i.221165466.3863913100,Seger Snow,Seger Surya Official Shop,Shopee,Official Store,KOTA BANDUNG,12,"Rp12,000,000",12,Rp12000000,12000000
Lacoco En Nature Darkspot Essence,https://shopee.co.id/Lacoco-En-Nature-Darkspot-Essence-i.17081863.3455754630,Lacoco En Nature,Kay Collection Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,12,"Rp178,500",12,Rp178500,178500
V NATURAL Whitening Serum Temulawak 20ml,https://shopee.co.id/V-NATURAL-Whitening-Serum-Temulawak-20ml-i.335556884.2929003490,VNatural,V Natural Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,12,"Rp5,148,000",12,Rp5148000,5148000
Dsavior Body Whitening Serum Pencerah Intan Glowing Tanpa Lengket Di Kulit Dengan Aroma Segar BPOM,https://shopee.co.id/Dsavior-Body-Whitening-Serum-Pencerah-Intan-Glowing-Tanpa-Lengket-Di-Kulit-Dengan-Aroma-Segar-BPOM-i.279468047.8239711252,D'Savior,Green Angelica Authorized Store Sidoarjo,Shopee,Official Store,KAB. SIDOARJO,12,"Rp3,600,000",12,Rp3600000,3600000
Mazaya Dermo Anti Aging Serum with Astaxanthin 15ml,https://shopee.co.id/Mazaya-Dermo-Anti-Aging-Serum-with-Astaxanthin-15ml-i.111075825.2835092373,Mazaya,Mazaya Cosmetics Official Shop,Shopee,Official Store,KOTA DEPOK,12,"Rp944,400",12,Rp944400,944400
Somethinc Bakuchiol Skinpair Oil Serum - 20ml,https://shopee.co.id/Somethinc-Bakuchiol-Skinpair-Oil-Serum-20ml-i.825870.8832197978,Somethinc,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,11,"Rp1,890,500",11,Rp1890500,1890500
Nutrishe Intensive Bright & Glow Serum - 30ml,https://shopee.co.id/Nutrishe-Intensive-Bright-Glow-Serum-30ml-i.825870.5555175669,Nutrishe,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,11,"Rp8,085,000",11,Rp8085000,8085000
Glowlabs Gentle Bright Serum & Peptide Moist,https://shopee.co.id/Glowlabs-Gentle-Bright-Serum-Peptide-Moist-i.336869851.8870597325,Glowlabs,Glowlabs Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),11,"Rp3,278,900",11,Rp3278900,3278900
Safi Age Defy Gold Water Essence 30 ml + Naturals Micellar Water with Yuzu 100 ml,https://shopee.co.id/Safi-Age-Defy-Gold-Water-Essence-30-ml-Naturals-Micellar-Water-with-Yuzu-100-ml-i.63823668.5043854650,Yuzu,Safi Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp1,833,650",11,Rp1833650,1833650
Facial Wash Acne Marwah Skin Care,https://shopee.co.id/Facial-Wash-Acne-Marwah-Skin-Care-i.357101711.8438123881,Marwah,Marwah Bandung Authorized Shop,Shopee,Official Store,KAB. BANDUNG,11,"Rp1,039,500",11,Rp1039500,1039500
"Glowlabs Glo-C Gang (Gentle Exfoliator Essence, Vit C Serum & Acne Prone Moisturizer)",https://shopee.co.id/Glowlabs-Glo-C-Gang-Gentle-Exfoliator-Essence-Vit-C-Serum-Acne-Prone-Moisturizer--i.336869851.9409196074,Glowlabs,Glowlabs Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),11,"Rp462,000",11,Rp462000,462000
Roro Mendut Red Algae Hyaluronic Acid B5 Serum,https://shopee.co.id/Roro-Mendut-Red-Algae-Hyaluronic-Acid-B5-Serum-i.87869551.4867756649,Roro Mendut,Roro Mendut Skin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,11,"Rp247,925",11,Rp247925,247925
Serum Nature Reaction Crystal Bright Serum Pencerah Wajah Glowing dan Bebas Jerawat & Flek Hitam,https://shopee.co.id/Serum-Nature-Reaction-Crystal-Bright-Serum-Pencerah-Wajah-Glowing-dan-Bebas-Jerawat-Flek-Hitam-i.375565670.10126471077,Nature Reaction,Adera Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,11,"Rp453,700",11,Rp453700,453700
Gloskin White C Expert Serum,https://shopee.co.id/Gloskin-White-C-Expert-Serum-i.206769167.9742513386,White C,GLOSKIN By DNM Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,11,"Rp1,652,000",11,Rp1652000,1652000
[BPOM] AZARINE Anti Acne & Brightening Serum,https://shopee.co.id/Azarine-Anti-Acne-Brightening-Serum-20ml-i.50948181.3382563819,Azarine,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,11,"Rp2,293,600",11,Rp2293600,2293600
KLAIRS Midnight Blue Youth Activating Drop Serum 20ml,https://shopee.co.id/KLAIRS-Midnight-Blue-Youth-Activating-Drop-Serum-20ml-i.68111.315858216,Klairs,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,11,"Rp3,561,500",11,Rp3561500,3561500
[BPOM] SOMETHINC 5% Niacinamide Barrier Serum,https://shopee.co.id/Somethinc-5-Niacinamide-Barrier-Serum-20ml-40ml-i.50948181.5297764675,Somethinc,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,11,"Rp3,948,930",11,Rp3948930,3948930
Beauty Package - Hyaluronic Acid & Ceramide Serum,https://shopee.co.id/Beauty-Package-Hyaluronic-Acid-Ceramide-Serum-i.124549994.9484554293,Mineral Botanica,Mineral Botanica Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp2,959,600",11,Rp2959600,2959600
Dermies Clear Me Acne Control Serum 15 ml - Serum untuk kulit berminyak dan acne prone,https://shopee.co.id/Dermies-Clear-Me-Acne-Control-Serum-15-ml-Serum-untuk-kulit-berminyak-dan-acne-prone-i.260681089.11332611812,Dermies,Dermies Official Shop,Shopee,Official Store,KOTA BANDUNG,11,"Rp1,199,000",11,Rp1199000,1199000
Frudia Blueberry Hydrating Serum SACHET - isi 10 pcs,https://shopee.co.id/Frudia-Blueberry-Hydrating-Serum-SACHET-isi-10-pcs-i.98124209.8926108980,Frudia,Frudia Indonesia Official Shop,Shopee,Official Store,KAB. SLEMAN,11,"Rp681,300",11,Rp681300,681300
Whitelab Peeling Serum AHA BHA PHA 15ml,https://shopee.co.id/Whitelab-Peeling-Serum-AHA-BHA-PHA-15ml-i.136011044.9620429114,Whitelab,Sherbeautee Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,11,"Rp869,000",11,Rp869000,869000
Natasha by dr Fredi Setyawan Moist Skin Barrier AQP Serum,https://shopee.co.id/Natasha-by-dr-Fredi-Setyawan-Moist-Skin-Barrier-AQP-Serum-i.40121814.5215101958,Natasha,Natasha Skincare Official,Shopee,Official Store,KOTA YOGYAKARTA,11,"Rp2,760,000",11,Rp2760000,2760000
Bio Essence Bio-Renew Deep Cleanser 100 gr - Foam Cleanser,https://shopee.co.id/Bio-Essence-Bio-Renew-Deep-Cleanser-100-gr-Foam-Cleanser-i.63822287.1222599282,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp2,959,500",11,Rp2959500,2959500
Dear Me Beauty 10% Niacinamide + Watermelon Extract Face Serum 12ml,https://shopee.co.id/Dear-Me-Beauty-10-Niacinamide-Watermelon-Extract-Face-Serum-i.270965687.11706237257,Dear Me Beauty,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,11,"Rp1,103,200",11,Rp1103200,1103200
Bio Essence Bio-White Tanaka Camelia Advanced Whitening Cleanser 100gr,https://shopee.co.id/Bio-Essence-Bio-White-Tanaka-Camelia-Advanced-Whitening-Cleanser-100gr-i.186214521.4331719283,Camelia,Guardian Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp2,550,800",11,Rp2550800,2550800
MSBB - Jarte Cica Care Ampoule,https://shopee.co.id/MSBB-Jarte-Cica-Care-Ampoule-i.288588702.8513285892,My Skin But Better,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,11,"Rp541,200",11,Rp541200,541200
(Isi 2) Hanasui Anti Acne Serum 20ml (PINK) / Serum Wajah / Obat Jerawat,https://shopee.co.id/-Isi-2-Hanasui-Anti-Acne-Serum-20ml-PINK-Serum-Wajah-Obat-Jerawat-i.114789399.2657573822,Hanasui,Avecca Official Shop,Shopee,Official Store,KAB. TANGERANG,11,"Rp1,516,800",11,Rp1516800,1516800
INGENIA Intense Radiance Gold Serum (Eventone Series),https://shopee.co.id/INGENIA-Intense-Radiance-Gold-Serum-Eventone-Series--i.175299555.2912596624,Ingenia,Ingenia Official Shop,Shopee,Official Store,KOTA MALANG,11,"Rp1,887,600",11,Rp1887600,1887600
Swissvita Dark Spot Correcting Serum VitaBtech - Trial Size,https://shopee.co.id/Swissvita-Dark-Spot-Correcting-Serum-VitaBtech-Trial-Size-i.29252724.2596134104,Swissvita,Swissvita Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp2,200,000",11,Rp2200000,2200000
[BPOM] Whitelab Serum Brightening | ACNE | PEELING | RETINOID,https://shopee.co.id/Whitelab-Serum-Brightening-Acne-Peeling-Intensive-Care-i.50948181.8470771126,Whitelab,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,11,"Rp2,412,000",11,Rp2412000,2412000
Somethinc 5% Niacinamide Barrier Serum,https://shopee.co.id/Somethinc-5-Niacinamide-Barrier-Serum-i.10689.7191306139,Somethinc,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp1,870,500",11,Rp1870500,1870500
Babor Dr. Babor Daily Bright Serum 50ml,https://shopee.co.id/Babor-Dr-Babor-Daily-Bright-Serum-50ml-i.131188140.8400275870,Babor,Babor Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp1,074,150",11,Rp1074150,1074150
Glowlabs Probiome Acne Serum & Peptide Moist,https://shopee.co.id/Glowlabs-Probiome-Acne-Serum-Peptide-Moist-i.336869851.9128455296,Glowlabs,Glowlabs Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),11,"Rp871,400",11,Rp871400,871400
Solcare Acne Serum with Tree Tea Oil,https://shopee.co.id/Solcare-Acne-Serum-with-Tree-Tea-Oil-i.266902345.6377304700,Solcare,Solcare Official Shop,Shopee,Official Store,KOTA BANDUNG,11,"Rp1,188,000",11,Rp1188000,1188000
SOME BY MI AHABHAPHA 30 Days Miracle Cream,https://shopee.co.id/SOME-BY-MI-AHABHAPHA-30-Days-Miracle-Cream-i.125116082.9267178368,Somebymi,Style Korean Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp487,550",11,Rp487550,487550
[BPOM] SOMETHINC 10% Niacinamide Barrier Serum,https://shopee.co.id/Somethinc-10-Niacinamide-Barrier-Serum-20ml-40ml-i.50948181.11213799628,Somethinc,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,11,"Rp1,822,000",11,Rp1822000,1822000
AIZEN Bakuchiol 10% Ultra Ampoule,https://shopee.co.id/AIZEN-Bakuchiol-10-Ultra-Ampoule-i.68111.5284599306,Aizen,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,11,"Rp1,199,000",11,Rp1199000,1199000
LT PRO Intensive Care Serum,https://shopee.co.id/LT-PRO-Intensive-Care-Serum-i.131418876.2075719592,Lt Pro,LT Pro Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp568,950",11,Rp568950,568950
AIZEN SymWhite 377 3% Ultra Ampoule,https://shopee.co.id/AIZEN-SymWhite-377-3-Ultra-Ampoule-i.68111.5584597893,Aizen,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,11,"Rp772,650",11,Rp772650,772650
Hanasui Serum Whitening Collagen Plus Vit C 20ml,https://shopee.co.id/Hanasui-Serum-Whitening-Collagen-Plus-Vit-C-20ml-i.277377659.3153441719,Hanasui,Gogobli Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,11,"Rp2,695,000",11,Rp2695000,2695000
[BPOM] NPURE Face Essence Centella Asiatica 20ml,https://shopee.co.id/Npure-Face-Essence-Centella-Asiatica-20ml-i.50948181.5660652664,Npure,beauteamor.id,Shopee,Official Store,KOTA PEKANBARU,11,"Rp1,314,500",11,Rp1314500,1314500
Radi Skin Niacinamide Clear Serum,https://shopee.co.id/Radi-Skin-Niacinamide-Clear-Serum-i.147850476.2272960948,Radi Skin,Radi Skin Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp13,460,000",11,Rp13460000,13460000
Keyglow ACNE SERUM,https://shopee.co.id/Keyglow-ACNE-SERUM-i.125491027.5701950750,Keyglow,Keyglow Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,11,"Rp1,618,800",11,Rp1618800,1618800
QL Cosmetic - Vitamin C Serum,https://shopee.co.id/QL-Cosmetic-Vitamin-C-Serum-i.42379979.699146759,Ql Cosmetic,QL Cosmetic Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp1,206,150",11,Rp1206150,1206150
Iunik Tea Tree Relief Serum 15ml,https://shopee.co.id/Iunik-Tea-Tree-Relief-Serum-15ml-i.825870.5853261708,Iunik,Ponny Beaute Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,11,"Rp6,589,000",11,Rp6589000,6589000
SOMETHINC Repair Your Skin Barrier 20 ml,https://shopee.co.id/SOMETHINC-Repair-Your-Skin-Barrier-20-ml-i.68111.11146612225,Somethinc,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,11,"Rp1,437,500",11,Rp1437500,1437500
dr. Erna Serum Vit. C (Brightening with Anti Aging) - Serum Pencerah Wajah - dr Erna Skincare,https://shopee.co.id/dr-Erna-Serum-Vit-C-Brightening-with-Anti-Aging-Serum-Pencerah-Wajah-dr-Erna-Skincare-i.147564934.7269798199,er-1,dr. Erna's Beauty & HealthCare Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,11,"Rp291,900",11,Rp291900,291900
THE MOST ICONIC SERUM - ELIXIR ULTIME ORIGINAL,https://shopee.co.id/THE-MOST-ICONIC-SERUM-ELIXIR-ULTIME-ORIGINAL-i.252376370.7667714535,Kerastase,Lie Kuang Salon Official Shop,Shopee,Official Store,KOTA SEMARANG,11,"Rp742,500",11,Rp742500,742500
L'Oreal Paris Package Exclusive KOL - Anti Kulit Kering,https://shopee.co.id/L-Oreal-Paris-Package-Exclusive-KOL-Anti-Kulit-Kering-i.62579622.5132082461,L'Oreal,L'Oreal Paris Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,11,"Rp1,045,000",11,Rp1045000,1045000
MISSHA Super Aqua Snail Skin Treatment (130ml) CLEARANCE SALE_Expired Maret 2022,https://shopee.co.id/MISSHA-Super-Aqua-Snail-Skin-Treatment-130ml-CLEARANCE-SALE_Expired-Maret-2022-i.37557990.7403607545,Missha,Missha Indonesia Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,11,"Rp695,700",11,Rp695700,695700
LORE Advanced Lift Perfection Serum 30 ml,https://shopee.co.id/LORE-Advanced-Lift-Perfection-Serum-30-ml-i.68740273.8727230552,Lore,LORE Official Shop,Shopee,Official Store,KOTA SURAKARTA (SOLO),11,"Rp410,000",11,Rp410000,410000
Illuminare Brightening Serum 30 gram  - Serum Wajah,https://shopee.co.id/Illuminare-Brightening-Serum-30-gram-Serum-Wajah-i.204185841.6318655718,Illuminare,Pharos Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp618,792",10,Rp618792,618792
Mineral Botanica First Defense Serum 20ml,https://shopee.co.id/Mineral-Botanica-First-Defense-Serum-i.124549994.7365468019,Mineral Botanica,Mineral Botanica Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,10,"Rp4,648,000",10,Rp4648000,4648000
Dear Me Beauty 10% Vitamin C + Orange Extract Face Serum 12ml,https://shopee.co.id/Dear-Me-Beauty-10-Vitamin-C-Orange-Extract-Face-Serum-12ml-i.10689.8573936008,Dear Me Beauty,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp22,000,000",10,Rp22000000,22000000
MSBB - Somethinc Holygrail Multipeptide Youth Elixir - 20ml,https://shopee.co.id/MSBB-Somethinc-Holygrail-Multipeptide-Youth-Elixir-20ml-i.288588702.8453356554,Somethinc,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,10,"Rp300,000",10,Rp300000,300000
Buy 1 Get 1 Bio Essence Bio White Advanced Whitening Day Cream 50 gr,https://shopee.co.id/Buy-1-Get-1-Bio-Essence-Bio-White-Advanced-Whitening-Day-Cream-50-gr-i.63822287.13706184885,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp980,000",10,Rp980000,980000
Buy 1 Get 1 Bio Essence Bio White Advanced Whitening Night Cream 45 gr,https://shopee.co.id/Buy-1-Get-1-Bio-Essence-Bio-White-Advanced-Whitening-Night-Cream-45-gr-i.63822287.12606212308,Bio Essence,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp484,600",10,Rp484600,484600
FIRST LAB Probiotic Skin Essence SIGNATURE 150ml,https://shopee.co.id/FIRST-LAB-Probiotic-Skin-Essence-SIGNATURE-150ml-i.109981258.4051943569,First Lab,Curation by Beauty Haul Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp1,140,000",10,Rp1140000,1140000
AVOSKIN Travel Size Perfect Hydrating Treatment Essence 30ml,https://shopee.co.id/AVOSKIN-Travel-Size-Perfect-Hydrating-Treatment-Essence-30ml-i.68111.2262614348,Avoskin,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,10,"Rp2,424,400",10,Rp2424400,2424400
"Bloomka Bakuchiol+Vitamin B3 Facial Treatment Serum(Brightening, acne)",https://shopee.co.id/Bloomka-Bakuchiol-Vitamin-B3-Facial-Treatment-Serum-Brightening-acne--i.52581685.5776255561,Bloomka,The Bath Box Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp5,253,400",10,Rp5253400,5253400
FABIL Plumping & Skin Bright Serum 20ml,https://shopee.co.id/FABIL-Plumping-Skin-Bright-Serum-20ml-i.3990192.5341597100,Fabil,Fabil Official Shop,Shopee,Official Store,KOTA BOGOR,10,"Rp3,721,300",10,Rp3721300,3721300
Estetiderma - Serum Vitamin C Skin Brightening Vitamin C,https://shopee.co.id/Estetiderma-Serum-Vitamin-C-Skin-Brightening-Vitamin-C-i.61653681.5743954797,Estetiderma,Estetiderma Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,10,"Rp1,500,000",10,Rp1500000,1500000
La Tulipe La Tulipe C Serum + La Tulipe La Tulipe C Night Cream,https://shopee.co.id/La-Tulipe-La-Tulipe-C-Serum-La-Tulipe-La-Tulipe-C-Night-Cream-i.131133483.7456104445,La Tulipe,La Tulipe Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp1,490,000",10,Rp1490000,1490000
AZARINE C white lightening serum,https://shopee.co.id/AZARINE-C-white-lightening-serum-i.68111.7617921658,Azarine,BEAUTYHAUL Official Shop,Shopee,Official Store,KOTA TANGERANG,10,"Rp2,571,400",10,Rp2571400,2571400
[BPOM] LANBENA Pore Minimizer Serum - Mengecilkan Pori-Pori (17ml),https://shopee.co.id/-BPOM-LANBENA-Pore-Minimizer-Serum-Mengecilkan-Pori-Pori-17ml--i.397732085.8522530844,Lanbena,LANBENA Indonesia Official Shop,Shopee,Official Store,KOTA JAKARTA PUSAT,10,"Rp3,581,100",10,Rp3581100,3581100
Calendula Glow Serum Velrose Secret,https://shopee.co.id/Calendula-Glow-Serum-Velrose-Secret-i.101584557.7805883149,Velrose Secret,Velrose Secret Official Shop,Shopee,Official Store,KOTA JAKARTA TIMUR,10,"Rp1,960,000",10,Rp1960000,1960000
Mireya Bright Boost Serum Niacinamide  10% + 3M3 Whiteris,https://shopee.co.id/Mireya-Bright-Boost-Serum-Niacinamide-10-3M3-Whiteris-i.101578297.8316946140,Mireya,Mireya Cosmetics Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp807,500",10,Rp807500,807500
Scarlett Whitening Acne to Glow Mini Series 5mlx2,https://shopee.co.id/Scarlett-Whitening-Acne-to-Glow-Mini-Series-5mlx2-i.136011044.5896690877,Scarlett,Sherbeautee Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp1,156,000",10,Rp1156000,1156000
Click House Acne Care Serum,https://shopee.co.id/Click-House-Acne-Care-Serum-i.130532371.6009529540,Click House,Click House Official Shop,Shopee,Official Store,KOTA JAKARTA SELATAN,10,"Rp600,000",10,Rp600000,600000
Hya Intensive Whitening Pre-serum,https://shopee.co.id/Hya-Intensive-Whitening-Pre-serum-i.118878742.3165856176,Giffarine,Giffarine Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp2,060,000",10,Rp2060000,2060000
SOMETHINC Niacinamide + Moisture Beet Serum 40ml,https://shopee.co.id/SOMETHINC-Niacinamide-Moisture-Beet-Serum-40ml-i.30736001.5384170300,Somethinc,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp1,520,000",10,Rp1520000,1520000
Tea Tree Serum,https://shopee.co.id/Tea-Tree-Serum-i.180415888.3378261663,Benton,Benton Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,10,"Rp420,000",10,Rp420000,420000
Sekkisei Day Essence,https://shopee.co.id/Sekkisei-Day-Essence-i.105297385.1714709911,Kose,KOSE Official Store,Shopee,Official Store,KOTA JAKARTA PUSAT,10,"Rp1,575,690",10,Rp1575690,1575690
Bio Essence Bio-Gold Day Cream SPF 25 40 gr Twinpack Special,https://shopee.co.id/Bio-Essence-Bio-Gold-Day-Cream-SPF-25-40-gr-Twinpack-Special-i.63822287.9638817193,Bio Gold,Bio-Essence Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp795,000",10,Rp795000,795000
Buy Pond's Triple Glow Serum 30ml + Triple Glow Serum Sheet Mask Free Serum Burst Cream 20gr,https://shopee.co.id/Buy-Pond-s-Triple-Glow-Serum-30ml-Triple-Glow-Serum-Sheet-Mask-Free-Serum-Burst-Cream-20gr-i.65323877.10344833982,Pond'S,Shopee Supermarket,Shopee,Official Store,KOTA BEKASI,10,"Rp950,000",10,Rp950000,950000
GEUT BY DR. T - GEUT EVENING PM Set,https://shopee.co.id/GEUT-BY-DR-T-GEUT-EVENING-PM-Set-i.430986274.9184424701,Geut by Dr.T,GEUT BY DR. T Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp1,287,000",10,Rp1287000,1287000
Xi XiU FACE SERUM VITAMIN C,https://shopee.co.id/Xi-XiU-FACE-SERUM-VITAMIN-C-i.222854973.4462101303,Xi Xiu,Xi XiU Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp558,000",10,Rp558000,558000
"[innisfree] Olive Real Serum 50ML - Serum Wajah, Perawatan Wajah",https://shopee.co.id/-innisfree-Olive-Real-Serum-50ML-Serum-Wajah-Perawatan-Wajah-i.61504589.5904074509,Innisfree,Innisfree Official Shop,Shopee,Official Store,KOTA BEKASI,10,"Rp573,300",10,Rp573300,573300
Nameera Hydrating Glow Essence Water 110 ml,https://shopee.co.id/Nameera-Hydrating-Glow-Essence-Water-110-ml-i.125968756.1905000243,Nameera,Nameera Official Shop,Shopee,Official Store,KOTA BEKASI,10,"Rp1,775,000",10,Rp1775000,1775000
Calysta Serum Vitamin C,https://shopee.co.id/Calysta-Serum-Vitamin-C-i.3188555.8145885,Calysta,Calysta Skin Care Clinic Official Shop,Shopee,Official Store,KOTA BANDUNG,10,"Rp964,260",10,Rp964260,964260
Tuesbelle - SOMETHINC Hyaluronic9+ advance + B5 Serum | Hyaluronic B5 - 20ml/40ml,https://shopee.co.id/Tuesbelle-SOMETHINC-Hyaluronic9-advance-B5-Serum-Hyaluronic-B5-20ml-40ml-i.36872574.2685862319,Somethinc,Tuesbelle Official Shop,Shopee,Official Store,KAB. SIDOARJO,10,"Rp2,090,400",10,Rp2090400,2090400
SOMETHINC Criously 24K Gold Essence,https://shopee.co.id/SOMETHINC-Criously-24K-Gold-Essence-i.270965687.4338474815,Somethinc,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,10,"Rp1,690,000",10,Rp1690000,1690000
BENTON Snail Bee Ultimate Serum 35ml,https://shopee.co.id/BENTON-Snail-Bee-Ultimate-Serum-35ml-i.270965687.6044298147,Benton,Yepposkin Official Shop,Shopee,Official Store,KOTA YOGYAKARTA,10,"Rp6,232,000",10,Rp6232000,6232000
BHUMI Skin Barrier Clearing Package,https://shopee.co.id/BHUMI-Skin-Barrier-Clearing-Package-i.37421755.3100574981,Bhumi,BHUMI Official Shop,Shopee,Official Store,KOTA JAKARTA TIMUR,10,"Rp1,790,000",10,Rp1790000,1790000
The Aubree Niacinamide Skin Booster 30ml,https://shopee.co.id/The-Aubree-Niacinamide-Skin-Booster-30ml-i.136011044.2922909543,The Aubree,Sherbeautee Official Shop,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp567,000",10,Rp567000,567000
Yoqueen Beuaty Light Booster Serum 10ml,https://shopee.co.id/Yoqueen-Beuaty-Light-Booster-Serum-10ml-i.48380572.7217900769,Yoqueen,Yoqueen Official Shop,Shopee,Official Store,KAB. SUMEDANG,10,"Rp687,324",10,Rp687324,687324
Somethinc Bakuchiol Skinpair Oil Serum 20ml,https://shopee.co.id/Somethinc-Bakuchiol-Skinpair-Oil-Serum-20ml-i.10689.8315210720,Somethinc,Nihonmart Official Shop,Shopee,Official Store,KOTA JAKARTA UTARA,10,"Rp195,000",10,Rp195000,195000
Holika Holika Aloe Soothing Essence Skin Care Special Set,https://shopee.co.id/Holika-Holika-Aloe-Soothing-Essence-Skin-Care-Special-Set-i.18856010.1807244531,Holika Holika,Holika Holika Indonesia Official Store,Shopee,Official Store,KOTA JAKARTA BARAT,10,"Rp1,105,350",10,Rp1105350,1105350
Safi Age Defy Youth Elixir 29G,https://shopee.co.id/Safi-Age-Defy-Youth-Elixir-29G-i.30736001.7436316596,Safi,Watsons Indonesia Official Shop,Shopee,Official Store,KAB. TANGERANG,10,"Rp3,229,600",10,Rp3229600,3229600
MSBB - True To Skin Bakuchiol Anti Aging Serum,https://shopee.co.id/MSBB-True-To-Skin-Bakuchiol-Anti-Aging-Serum-i.288588702.8728446078,True to Skin,My Skin But Better Official Shop,Shopee,Official Store,KOTA TANGERANG SELATAN,10,"Rp1,000,000",10,Rp1000000,1000000
